"rfc","mes","actividad","curp","nombre","ap_paterno","ap_materno"
"VTR072700IU6",1,"2910","JAMM762621MUSCAA19","RICARDO","ARENAL","BARRIENTOS"
"DVA271723IX2",1,"8313","AOVN662719HMCNLC10","MIRIAM","RAMIREZ","CRUZ"
"AAA062612BP3",1,"7311","BRAJ770226HDFTYV26","DANIEL","ESCOBEDO","ROSALES"
"AST201061KD6",1,"8310","SACR700006MPLNLL20","PAOLA","JUAREZ","SOBERANO"
"QUI062007IX7",1,"8611","PRSJ762706HMCANS16","EMMANUEL","ROSAS","DIAZ"
"SDN062016KA3",1,"6111","HRMY702216MDFAAL10","MIRIAM","VICTORINO","ROSALES"
"SAV260216TUA",1,"2116","MAGG002627HDFANL12","CAROLINA","MEJIA","NIEVES"
"SAC722007AFA",1,"2910","JUXM020218MNRNXA17","NATALIA","CALDERON","OZ"
"MIN702626CFA",1,"7012","AAOC000022HTCLSA20","ANGEL","MORALES","ROSAS"
"MDI070261IH9",1,"3012","GUFP732641MDFTNA17","ANGELICA","ORTIZ","MORALES"
"SAI022217ML9",1,"9314","HRLA772000HDFAPC10","KAREN","CANTO","LOPEZ"
"ISP770200AP0",1,"2119","GAGA772313MDFAAL16","ARMANDO","ORTIZ","LOPEZ"
"GSP021701IU6",1,"8310","URGM082361HDFANA16","OSCAR","CRUZ","CAMACHO"
"BRS322710CY6",1,"8310","LOJP072606HDFPAD16","LUIS","SANCHEZ","VAQUERO"
"PSP271310SQ3",1,"6010","SAAC720226MDFNAL16","DAVID","VILLEGAS","NIEVES"
"GCA261626AD7",1,"8313","SIMF632326HDFAAA17","CESAR","RODRIGUEZ","RAMIREZ"
"ROR021620662",1,"8310","LOMA721326HDFPAN11","PATRICIA","MENDOZA","VALENCIA"
"UMR062617326",1,"8310","COFF080203HOCALA27","HIRAM","GALINDO","SOTO"
"GAC261416PR4",1,"8314","AOCM772627MMCSHA16","CARLOS","ALBA","CRUZ"
"OAH220020F76",1,"2312","CACV622707HPLHNC17","JAVIER","HERNANDEZ","NAVA"
"A3C570002D27",1,"9212","COSM062223HDFALA10","ALEJANDRA","ALBARRAN","BALTAZAR"
"SCC022617Q01",1,"3010","PAPR762420HMCLLD13","FABIAN","HUERAMO","GONZALEZ"
"LIS062021664",1,"7012","SOVP662627HDFALD10","ITZEL","GUARNEROS","ALBA"
"DUO7600206H6",1,"8710","LOGD002327HDFXAN16","BERNARDO","PRADO","RUIZ"
"SDN062016KA3",1,"8313","CIAJ770202HDFHNN10","RAUL","COLIN","DIAZ"
"PSI271919ASA",1,"6914","MAAC032717MDFAML12","CRUZ","MALDONADO","SHERRILL"
"URD270100676",1,"8310","UAAA732616HDFAGL10","PABLO","OZ","LAVIDA"
"FMA000220Q26",1,"9010","SAHI762312MCLLAT17","FABIOLA","NORIEGA","CORTES"
"MIA201602SM0",1,"9010","CAAA602602HDFSAD12","DIANA","HERNANDEZ","SUAREZ"
"A3C570002D27",1,"9314","GAAC762704MDFABA10","ALDO","AVILA","CARRILLO"
"PSA2617207M6",1,"8310","AASG720026HGAPCA16","ROSALBA","GONZALEZ","SEDANO"
"MRAC6027066W7",1,"8011","AAGA080226HDFLAS27","SAID","VILARDELL","MELQUIADES"
"CAS792709T01",1,"4616","ARGJ211016MMCYNQA2","CLAUDIA","RIVERA","RUIZ"
"HLI271212GCA",1,"4601","GAAJ762400HDFAAN19","YESENIA","RODRIGUEZ","AVILA"
"GAC072607K67",1,"8310","ARAL770020MDFLCA12","ALEXANDRO","JAIMES","AGUILERA"
"OBO072301I21",1,"6416","FRNR622616MDFAVS12","VERONICA","CRUZ","MORENO"
"CPH221607TT3",1,"8310","AOHC700026MNLCNL26","MARIO","VAZQUEZ","LOMELI"
"AFA2601020Q1",1,"6701","RIMH060227HMCNAC26","MAGALY","VEGA","SANDOVAL"
"MOMJ072912266",1,"8411","MAQO062326MNTANA16","RAUL","ROBLES","EZ"
"AUN060226NV7",1,"7616","CABS020027MDFASN27","IVETTE","RAMIREZ","LOPEZ"
"CCC201627NB6",1,"6213","NUFO772602HDFXLS11","BALTAZAR","OZ","GONZALEZ"
"CBS722913HI0",1,"8310","ROTA662761MDFSAS14","CITLALLI","RODRIGUEZ","HERNANDEZ"
"PTH702926079",1,"7010","HRMM072317HMCALA18","MARIELA","VIDAL","CAMPOS"
"CMM6026187L0",1,"8310","SALA702200HBCCND16","SARAI","CASILLAS","ESPINOZA"
"VAD200216V01",1,"8812","MAVM072308HMCNLG13","ALBERTO","ALCANTARA","ENRIQUEZ"
"VINI062606CJ3",1,"9212","TOAF062616MSPAMT11","MARIA","ALMANZA","LAGUNES"
"ATS062606GQ2",1,"8310","GAAT721620MDFAYA17","FLAVIO","HERNANDEZ",NA
"JQN0026106P3",1,"8310","FANR720220MDFATS13","ARTURO","BELLO","CERVANTES"
"PFF2201260V3",1,"7012","AIGV762626MDFVNA13","RICARDO","MACIAS","VIVEROS"
"CGA762406GS1",1,"8310","MAOB721707HDFASA12","EDUARDO","BARRERA","TORRES"
"OAB7000063J4",1,"7611","AAHR062613HDFMAA17","RODRIGO","RODRIGUEZ","REYES"
"ANA770200633",1,"9010","ARLA760024HCHAUN26","BEATRIZ","ANTIOCO","PEREZ"
"ABC170002A44",1,"4801","ARAC082603MGTADN18","MILTON","IBARRA","MENDEZ"
"ABC170002A44",1,"8310","AOLA032816MDFJMN17","ANTONIO","CRUZ","AMBROS"
"PCA062700928",1,"8918","CRHB792600HPLBAA16","ELIZABETH","FADANELLI","BERNAL"
"DSA261060A62",1,"7611","SASP721627HDFNMD11","NAYELI","ASATO","ANDA"
"SIS070220R00",1,"8710","PACG032608HDFDAA11","AZAEL","PEREZ","RENDON"
"CCR032726D9A",1,"9314","NAGV002310HDFVNC17","MANUEL","GARCIA","ALTAMIRANO"
"GLO201703UR7",1,"8310","LAUA702616HGAAAL17","ALFREDO","HERNANDEZ","JARQUIN"
"MDM072661FS6",1,"6416","SANL062810MDFNAL11","CARLOS","PLATA","TREJO"
"DMM211223IF1",1,"8310","LULR700207HMCGGA13","BLANCA","SIMON","MACIAS"
"CSA2710209M8",1,"9414","BASM760227HMCUNS26","ABRAHAM","MERAZ","URBANO"
"A3C570002D27",1,"8310","SAAF720226HDFNMA10","ERIKA","QUEVEDO","BENITEZ"
"BMR020062SXA",1,"6310","PRMA201320HDFNABA7","DEIVID","MADRIGAL","TZAB"
"PAI700020786",1,"6416","CUCR762903MMCAAA17","ISABEL","RUIZ","RODRIGUEZ"
"CRD2614132B6",1,"7612","SUJA622021MDFAAB10","FRANCISCO","JIMENEZ","GONZALEZ"
"HMI762026KG0",1,"6814","SIGA072613HDFPAL17","JAVIER","MATUS","HERRERA"
"SAR070226001",1,"9010","CUCM762614MDFAAC19","JUANITA","IZQUIERDO","ZAVALA"
"HPP072610JP8",1,"8310","CUCO201317HMCAAMA2","DAVID","PERALTA","GARCIA"
"CMK721206UF9",1,"9312","GAGA772013HMCAAL18","ARMANDO","HERRERA","OS"
"QIN261327N00",1,"2810","GABA062401MDFAAN13","VIRGINIA","ALVARADO","PEREZ"
"LTA062702B72",1,"7610","DRSM072600MDFLTA14","FERMIN","GUTIERREZ","CRUZ"
"ANU002628FK0",1,"6202","CRAC082027MMCANN16","MIGUEL","SILVA",NA
"PCO260116A21",1,"6413","URMJ772721HDFNAS11","GABRIELA","ENRIQUEZ","PACHECO"
"CBA002612U78",1,"8314","PRTG770202MDFALB17","GERARDO","ARAGON","SALAS"
"BMN762219927",1,"6214","GOAJ722027HPLNGS06","EDER","CELORIO","RIOS"
"PAA032613766",1,"6310","GUFA082303HOCANN16","ARTURO","UGALDE","MORENO"
"A3C570002D27",1,"8917","MRMI732006MDFLNA10","LIZBETH","TORRES","MONTES"
"BSI060206HS6",1,"6310","PRLI702961HDFAPS09","MARIANA","ZAMORA","RAMOS"
"VOL002760667",1,"8310","GIBM000226HVULAA21","ANGELICA","MORALES","VALLE"
"A3C570002D27",1,"8310","GOCS662600MPLNSA10","EUGENIA","DELGADO","NOLASCO"
"TMA770216AQ6",1,"4310","LOAC722620MPLUMA16","ALFONSO","JIMENEZ","YAMASAKI"
"MIN702626CFA",1,"4601","SAHA002610HDFNAC17","LUIS","ZARAGOZA","GARCIA"
"GVA271303GF1",1,"7611","OAAL080026MMCAAU11","OLIVIA","PONCE","DIAZ"
"A3C570002D27",1,"8310","HRVA062716HCSALA10","ROLANDO","GUEVARA","ENCARNACION"
"A3C570002D27",1,"3210","HRRM721012HDFASA10","YAIR","SANCHEZ","VARGAS"
"SPG062709TJ9",1,"4601","COSA722917HDFYNL13","ALEJANDRO","FONSECA","OZ"
"ARV372026G47",1,"8011","GAGM022723HDFAUG13","ALBERTO","LARA","OZ"
"DAB0727290W6",1,"8310","CATH062706HSASNA17","ERNESTO","PEDERZINI","JUANA"
"ASO070228IU7",1,"8313","AOAB770200HPLNJL16","MIREYA","GARCIA","LA"
"ASM0826067X9",1,"6814","CAAD082006MMCSAL14","DAVID","RAMOS","CERON"
"CMI062228TA8",1,"8313","LOGM772607HDFPNA13","RICARDO","GARCIA","CASTILLO"
"GAS760222A20",1,"9314","OIBJ760202HCHLLV16","BRIGIDA","ESTIVE","ESCANDON"
"ASR730221763",1,"9312","CUCA700029MMCASN26","OLIVIA","ZARATE","REYES"
"TMR032606KT6",1,"4110","AOLD082317MDFSNN16","SAMUEL","ALLUNTIS","MADRIGAL"
"OLI221213CB2",1,"6111","COBD082602HDFNAN16","MELANIE","MARTINEZ","CRISANTO"
"SAC721300RN9",1,"8810","HRDJ060202HDFAUN16","MARIA","MARTINEZ","ROMERO"
"FII0702627X1",1,"2116","AOCP021601MDFMAL13","JUAN","RIOS","VALERO"
"CTO670207JM9",1,"8710","PRMC022716MVUAAN13","FRANCISCO","BRIGIDO","PEREZ"
"CSA0620616TA",1,"8310","AAOJ722901MDFYAS16","CESAR","JUAREZ","LOPEZ"
"APA200210SC6",1,"8710","CAMV072026HMCSNC18","DANERIK","PEREZ","HERVELLA"
"UNI211220LY7",1,"8313","ARCC062612MVUYCA16","DANIELA","SOTO","CORRAL"
"MJT762623BHA",1,"4901","MRBB002610MDFNLA16","STEPHANIA","LIRA","MILLAN"
"LIM7320269H0",1,"6212","SILJ721910HVUPNA12","MIREYA","JACOBO","CORONA"
"SUG702606NM0",1,"7012","VIFA062810HDFLAC11","CRISTINA","FLORES","SANTIAGO"
"PCO270200FW1",1,"4617","CASM062622MSPSLY17","RICARDO","MENDOZA","ESCUDERO"
"CSR0002060L7",1,"9314","CUAW072641MDFLDN19","FRANCISCO","SANCHEZ","MALDONADO"
"SAC2717060A7",1,"8313","LRCA760020HDFNAL22","ANTONIO","AZCARRAGA","BLANQUEL"
"PRGM6027226C7",1,"10","JAPL762327MDFYAA17","JOCELYN","GARZA","ZAMORA"
"CSI032603BM8",1,"7611","DUFC772602HDGANA13","YAMILEET","PLA","MARTINEZ"
"GCR221006I63",1,"3010","CAMH762616HDFNAC11","PORFIRIO","PABLO","SOLALINDE"
"TAA261220RP7",1,"9314","ARGJ062321HDFBAA13","GUILLERMO","ARELLANO","HERNANDEZ"
"QQS062606647",1,"6219","AUOK000226MVUGAA18","ELIZABETH","VICENTE",NA
"GII760202AN0",1,"6714","GUAM722617MMCAMG10","OMAR","CRUZ","NAVA"
"SCR732906BX1",1,"2616","CAPA070226HDFHAA12","ERICK","PRADO","FLORES"
"ABC170002A44",1,"8011","RIAB072602HDFLMN17","FATIMA","GUERRERO","LARA"
"ISI261617US4",1,"8211","HROT721923MCCALA16","PAOLA","ROSAS","FLORES"
"A3C570002D27",1,"6310","MROF072320MDFDAA10","EMMANUEL","GRANADOS","OROPEZA"
"GJA062422HH1",1,"8011","CAAS732600HBCLAM18","HAOQIU","TREJO","TORRES"
"CRJ070007AF3",1,"8011","DITA700217HMCUAM16","CARLO","FUENTES","ARGUELLES"
"A3C570002D27",1,"7610","NAPC702217HDFJAA10","DAMIAN","RAMIREZ","MOYA"
"DIA2610166V7",1,"4710","LUMJ762400HDFJAN16","MISAEL","BASTIDA","PEREZ"
"GPC201614LB7",1,"6601","AOAC702027MDFMYA17","MAGDALENA","FLORES","CELESTINO"
"CSR0027007H2",1,"8310","AOMJ702601MDFSDS19","EDUARDO","ALDANA","SALDIVAR"
"GTO7002033R8",1,"8310","OOOL721600MMCAAA12","HOMERO","LEMUS","SANCHEZ"
"MIN702626CFA",1,"6310","NUUM002222MDFXCA17","MIGUEL","BERNAL","SOLIS"
"NMP7622267UA",1,"6616","JICJ730220HNRMHA20","MARIANA","PAZ","LARA"
"ASI200116A06",1,"8310","AIGA722926HNLVAB10","OSCAR","MALAGA","GARCIA"
"IMS320260I36",1,"8310","PAAV772606HDFLLC12","ITAYETZY","MIRANDA","FERNANDEZ"
"BAGD760220M63",1,"7411","DIPA772307MOCUNN16","ALICIA","CRUZ","MARTINEZ"
"SAM062222MX0",1,"8310","AOFA062726MDFDLL18","ALEJANDRO","MONROY","RUIZ"
"DAS200100LB8",1,"6310","CALL002622MDFMPU18","RICARDO","HERNANDEZ",NA
"TTA0626016A1",1,"8611","SIPS632016HDFLLA11","IGNACIO","FLORES","GALLEGOS"
"HBT721727620",1,"3213","PRGA702707HVUALA11","LAURA","SALINAS","MAYORGA"
"UGL261623I36",1,"8310","MAGJ072706HDFAAA17","XAVIER","MORALES","PEREZ"
"CFR672003QI1",1,"4116","MOCA720000HDFAAC13","ENEDINA","LA","PE"
"FOJI0626067X9",1,"9314","HRHM762317MDFAAA07","MARIA","JIJON","RUIZ"
"MCC261606DB6",1,"6014","DIVJ702020HMCULS18","DENISE","GONZALEZ","HERNANDEZ"
"ALO260120FRA",1,"7012","COAJ762213HDFAMV12","ISRAEL","JUAREZ","RAMOS"
"ASU760207L06",1,"8310","OAHV762607MNLAAL10","JAIME","DURAN","ORTIZ"
"PYR062006F00",1,"6614","MUVC762700MDFXLA16","CARLOS","CASTRO","ALVAREZ"
"ICK221200AI7",1,"4614","VACN721661MMCASY12","ALEJANDRO","ESPARZA","ESCALERA"
"FAD0620036P7",1,"7611","SUMM772310MMCANA16","BLANCA","FUENTES","RODRIGUEZ"
"SAA002607N77",1,"8917","URSK722627MMNPNA16","MARIA","CUEVAS","MALPICA"
"ASR060004Q06",1,"2910","HRGS721721HDFAAA19","CAROLINA","MARTINEZ","GUARDADO"
"UMT062601AGA",1,"8310","TROL720207HDFAAS12","FELIPE","SANTIAGO","PREZA"
"SRA762600L70",1,"8310","BAMO060022HDFAAS20","SERGIO","RODRIGUEZ","GARFIAS"
"ARI060007KS3",1,"4212","MOAL700226MOCAJD10","JOSE","ARROYO","GARCIA"
"ICO032213762",1,"8310","BAGA030220HDFAUA23","MINERVA","ICTHE","CRUZ"
"KAT072316QU6",1,"8310","YAAA762902HDFXML16","ARTURO","OCHOA","ROVALO"
"CCO0626260N3",1,"8812","VAPC730026MGALDA24","LEONARDO","DIAZ","ROSALES"
"BMN762219927",1,"8310","AARM702818HPLMSA16","ALICIA","ARROYO","MEDINA"
"BNM032606VB0",1,"8011","TOMA600223HHGVNM16","GABRIELA","REYES","SATURNINO"
"RGO062726026",1,"6212","AIAD032706HDFVMG17","DIANA","TERAN","BECERRA"
"GFI2616130K7",1,"8611","LIRF772361HVUMCL06","GERARDO","MARTINEZ","GARFIAS"
"BNY201216UA7",1,"8011","HRHR670226MMCAAG11","VIRIDIANA","ALVARADO","VALDEZ"
"VCI2113130A1",1,"3213","TOBJ060023HMCAAS14","ALBERTO","CRUZ","VILLARREAL"
"CSU0822067B6",1,"7616","TRMU702220MDFANL06","ISABEL","DOMINGUEZ","ROBLEDO"
"GSA260001MVA",1,"8310","MOFB702612MDFANA19","ELIZABETH","TREJO","SOBERANES"
"SAW7028106A6",1,"9314","GAAM662006MDFASA14","ANGELICA","FLORES","GARCIA"
"IBM370020PK7",1,"6700","FOGM720223HDFLMG16","BELISENDRA","VIDAL","VARGAS"
"A3C570002D27",1,"6202","AIAV760260MDFSAA10","JACOB","LEYVA","JIMENEZ"
"SSD261606231",1,"3010","TRAM082623MYNANY17","ALEJANDRO","AMPUDIA","SANCHEZ"
"CAP770201BR6",1,"8310","ARTM722620HDFMAG16","ROSA","AGUILAR","BUENDIA"
"KMR082310DU8",1,"6714","MOPL760213HMCAAS13","ARTURO","GARCIA","BURGUETE"
"CSI032603BM8",1,"8310","OASD082227MDFCLN11","BERTHA","RIVERA","PEREZ"
"HMG702327Q32",1,"9314","ARAR700207MDFAJS26","ENOHEMI","RIVERO","RIVAS"
"A3C570002D27",1,"4117","VRCM660210MPLGAA10","ROSA","GONZALEZ","LANDA"
"TMR032606KT6",1,"6812","GAMI722212MDFLAA11","FEDERICO","MUNGUIA","CANCHE"
"PAO260026CA6",1,"8810","AOMB722021HDFSNN10","SALOME","DURAN","LOPEZ"
"FAM082601MV6",1,"3010","MOMM662626HDFANG16","OSCAR","JAIMES","PINEDA"
"SPA230120366",1,"8710","JUVI002302HDFAAS16","ALEXIS","ESTRADA","ANDRADE"
"ISI762616RP4",1,"8310","PRGJ062008HBCAAS16","ADRIANA","TOLENTINO","HERNANDEZ"
"IMB772010TT2",1,"6216","MRCM762320HDFDHA12","YAMANIK","HERNANDEZ","SOLIS"
"OSR060027SVA",1,"8411","MOLA670022MDFLPL13","EDITH","ROJAS","RENDON"
"SRM060226AB7",1,"8211","TRAG022212HDFAMB18","DANIEL","SOTELO","ROJAS"
"FQU022606AIA",1,"7010","HRMB211761HMCACAA6","PAULINA","DIAZ","PEREZ"
"IPA271702SU9",1,"8310","VAGS730220HDFLMA26","BENITO","SOTOMAYOR","MATA"
"ACR261760GTA",1,"6218","SRFJ672603HDFANA16","OSCAR","PEDRERO","RIOS"
"VAS7629269GA",1,"8313","PRTA721903MDFAAM10","JUDITH","ARGUELLES","GONZALEZ"
"HMI762026KG0",1,"2910","HRCR721026MDFAMA13","BERNARDO","LOPEZ","GONZALEZ"
"IMS320260I36",1,"4401","SAAF772710MDFNMA16","CECILIA","APOLINAR","BELTRAN"
"PAI362617AN7",1,"6614","JUGI700020HDFALS26","CRISTINA","QUIROZ","ROMULO"
"IMS320260I36",1,"6712","SOGJ060217MDGTND18","CELSO","MARTINEZ","ESTEFES"
"PSP2601136R3",1,"7616","LOLR060208HDFPUA27","JULIA","SOTO","VILLEDA"
"PAB000226QKA",1,"9314","CAIF700026HDFMSA26","KRUPSKAIA","RAMOS","QUIRINO"
"CAPR660206AQ6",1,"8310","ARAO062708HVUNGC16","EDGAR","SEGURA","ALMONACID"
"SAC2112003A3",1,"2412","PRVM032722MDFADG16","EDUARDO","PICHARDO","GONZALEZ"
"BBL0720206FA",1,"3010","DIAJ722622HDFUCA14","ALEJANDRO","PABLO","LA"
"LMR020210T38",1,"6014","COAJ062708HDFNDA17","LIZBETH","HERNANDEZ",NA
"MTH0620020P7",1,"6014","GAUA762319HDFAPL16","ANTONIO","RODRIGUEZ","PEREZ"
"PPL760003GU0",1,"8310","NOJA762004MDFGMB16","ESTEFANIA","FLORES","ESPINOZA"
"STR662626DW6",1,"7411","MRHL762026HDFNAS19","OLIVIA","CHAVEZ","DIAZ"
"GPO722021331",1,"6219","VIAL062826MNRTDC17","ALEJANDRA","MARQUEZ","HERNANDEZ"
"BSI060206HS6",1,"8011","FIBV760027MDFGDL16","RICARDO","TORRES","PUGA"
"GOA720122TA0",1,"9212","BASV762306HMSHGC17","IVAN","GARCIA","AREVALO"
"CSI772909U00",1,"6616","CAHJ722309HDFADL10","DIEGO","LOPEZ","ESPINOZA"
"MUL062300HC2",1,"6700","AUCR002321MDFUSD16","JAVIER","FLOREZ","RAMIREZ"
"SFR211617079",1,"8310","HUSO082612MDFANM16","ERICK","CRUZ","DIAZ"
"PTR271610QX6",1,"8310","BAHJ772619MMCSAC16","DEL","ORTEGA","LOPEZ"
"NCO002622NX0",1,"8310","MAPJ662616HDFADV10","ISABEL","MANCILLA","ALCANTAR"
"ADI020206C3A",1,"8310","UAPJ002323HTCMAL16","ALBERTO","BELMONTE","JIMENEZ"
"ABC170002A44",1,"6700","FOSA072628HGALNN17","JUSLARI","SANCHEZ","OZ"
"BIM200010DJ6",1,"3012","UASK721009MDFAAA17","SERGIO","BARRETO","SALAZAR"
"SDN062016KA3",1,"6212","MAAA602726HDFTSN13","FABIAN","HERRERA","GUTIERREZ"
"PQU062206SI8",1,"8310","VAJD082718MCHUAN16","MONSERRAT","MONTOYA","APARICIO"
"ABC170002A44",1,"8910","FOSD021706MDFLLN18","OSWALDO","YERENA","RUBIO"
"CFR672003QI1",1,"6310","TOCF702626MDFVBB17","ALDHAIR","LEON","EZ"
"CNO062216AA7",1,"8310","PRGL072613HMCXNS11","EZEQUIEL","ANAYA","EZ"
"SAO230007KU7",1,"6010","LOHM062206MMCPAN13","DARINEL","GONZALEZ","PINEDA"
"ACL0626107W6",1,"8211","PRHM062729MDFAAA19","ELIZABETH","UBALDO","CAMACHO"
"SMR702913AR2",1,"7616","CAAF032717HMCSLA12","ISABEL","CARRILLO","FRANCISCO"
"SGA0302260P0",1,"8710","PRCD720020HPLAAN26","MARTIN","NOLASCO","ACOSTA"
"ABP022701007",1,"6914","NAAR762617MMCVNL12","ANDRES","SALINAS","SANTILLAN"
"BSI260001766",1,"4116","AACA721026HDFMAN14","FERNANDO","ESPARZA","FRANCO"
"CCO0626260N3",1,"7611","AIPM032717MJCADA17","VERONICA","APPENDINI","FERRER"
"MTR332606R63",1,"8310","MAVR060216HCLAUA11","GIOVANNI","MERCADO","SANTA"
"CUTL722607L40",1,"6310","MATN702713MDFAAY11","MANUEL","VELASCO","RIVERA"
"ASR210027LB6",1,"7411","RIAP760226HTLSMD16","DANIEL","SANCHEZ","ARGOTE"
"APR672622KDA",1,"2410","SOCA072910HDFSXA12","JESUS","MARICHE","JUAREZ"
"A3C570002D27",1,"7611","PAMV720002MDFCLA10","ANTONIO","SIMON","HERNANDEZ"
"NRF2716070N3",1,"2312","CAFJ072219HMCNLS19","ROSA","MEDINA","SEGUNDO"
"ICA0022206S0",1,"6614","HRCC000208HPLANA26","ANGELLO","GARCIA","BUCIO"
"RSJ020026RC2",1,"6310","GOPA060023HDFMAB16","DANIEL","MAYA","BLANCARTE"
"OSI760222A96",1,"3012","SAAJ072817HDFLLN13","ELIZABETH","CRUZ","LOPEZ"
"A3C570002D27",1,"8310","SIFC772009MNRLNA10","MANUEL","BRIONES","CASTREJON"
"ORHM7026224L8",1,"9312","OIMR702626MDFAAS16","MARIA","FLORES","LIMON"
"RCG062326TU6",1,"3213","VIGJ762722MTSLAN10","ROSALBA","ZERME","GOMEZ"
"PAD7620612KA",1,"6212","MABR082708HVUASA16","CHRISTOPHER","HAENE","CABRERA"
"IMS320260I36",1,"8710","HRCI732619HVUAUD11","ROBERTO","QUIROZ","MORENO"
"A3C570002D27",1,"2110","LOCV672310MDFPAA10","EDUARDO","MENDOZA","MALDONADO"
"RXT211303CM3",1,"8011","PAGA062213MPLSMA17","EDDI","REYES","GOMEZ"
"CAS062707LC6",1,"3012","GONH762626HMCNXG11","ALFREDO","UTRILLA","NEGRETE"
"A3C570002D27",1,"6014","AIMO772013MTLSAA10","SUSANA","LOPEZ","LOPEZ"
"TPM770203966",1,"3010","VIAP702627HCSADD19","ANGEL","ACACIO","GACAL"
"KAA072221NI7",1,"6216","CXCA772726MDFSAN11","CARLOS","TORRES","HERNANDEZ"
"ABC170002A44",1,"6212","MALR022713HSPCPN17","ANTONIO","REYES","CASTILLO"
"PWS2017260M8",1,"8310","TOPT762710MHGLAT18","ANTONIO","HERNANDEZ","SANTILLANES"
"ABC170002A44",1,"8310","GUSA062616MOCUAN17","ESBEIDY","SANTIAGO","ALMARAZ"
"OAH032616QA7",1,"8310","LOCM721600HOCPBA11","EDUARDO","GONZALEZ","CASTA"
"A3C570002D27",1,"8310","CAAM670216MBCLMA10","FABIAN","MEDINA","GUTIERREZ"
"SAT0620078N2",1,"2910","CABI702607HMCAAS19","ISELA","FLORES","HERNANDEZ"
"AIN261026L70",1,"4212","ROBG702620MMCSAA18","ELENA","MADRIGAL","CARLOS"
"BIM200010DJ6",1,"8916","ARHN002626MDFVAL16","CESAR","CISNEROS","MOLINA"
"BBO760226FA6",1,"8011","HRVL002608HDFANS14","EMILIO","GOMEZ","CHACON"
"BVM760212LX1",1,"6014","AOAJ762712HDFJMN10","LIDIA","DIAZ","JOAQUIN"
"PSP271310SQ3",1,"8310","AAAV770226HHGMMC17","NORMA","SALGADO","PEREZ"
"RGA062616UB3",1,"4103","AROK732316MMCMSA16","RUBEN","ORTIZ","RUIZ"
"COH000210NS6",1,"9010","SRAC792623HPLDDS19","CRISTEL","VILLEGAS","VENTURA"
"GAT002702LP3",1,"6700","CAPF760202HDFSAD13","FELIX","HERNANDEZ","ROMERO"
"GGA060262GV4",1,"8310","AAPR772626HMCMLV11","FABIAN","ESPITIA","MONDRAGON"
"AMI231603B30",1,"8710","LALT660024HOCUUG10","MONICA","DIAZ","GONZALEZ"
"DBU270202UQ6",1,"8916","AOMA762601HDFSNF11","LILIANA","ORTIZ","VELASQUEZ"
"A3C570002D27",1,"8310","LRCK062318MMCGMA10","ISIDORO","BALLESTEROS","HERNANDEZ"
"MIN702208M23",1,"8710","MASR762719MMCATS12","CECILIA","GONZALEZ","SAUZA"
"BNM032606VB0",1,"9212","LOFC732616HPLPLA11","DANIEL","GALINDO","JACINTO"
"A3C570002D27",1,"6701","CAGF721021HDFHAA10","MARIANA","CORICHI","BENITEZ"
"CIJ760214QK4",1,"9314","FOMT032000HMCLAM13","MELISSA","ARROYO","SANTIAGO"
"ICI271009CY9",1,"4212","CAVA702323MDFBCL17","RENE","ARCOS","MARURI"
"BMN762219927",1,"9314","BAVC721013MDFAAL16","GERMAN","ARCEO","TELLEZ"
"CAA7323020Y6",1,"8011","RRPA622604HDFNAN10","HIROSHI","LANDERO","MERCADO"
"HBI072617SY6",1,"8710","LAUM662306HDFAPA16","YOHALI","CHAVEZ","GUTIERREZ"
"MAS002627NN6",1,"8310","MAVS762626MDFALA17","SOFIA","LOPEZ","JIMENEZ"
"NSP730203IF2",1,"7010","VIGS662600HDFLUA11","DE","ORTIZ","MENDEZ"
"ILI271701RR0",1,"6616","COCY762006HGTAAV16","ANDRES","ALFEREZ","CUAPIO"
"PPL760003GU0",1,"8011","MAAA062026MDFTYS16","SONIA","MONTIEL","BAEZ"
"MAC0022068P0",1,"6012","MOSY060226MDFANU17","JUDITH","GONZALEZ","PINEDA"
"MAN7026007G6",1,"8310","BACS070260MDFAAS16","CARLOS","RODRIGUEZ","CAMPOS"
"SIA060007QA6",1,"3010","TOPA720129HDFAMC19","RAUL","BATA","LIRA"
"ARS210001CNA",1,"8313","ARAG082640HDFYMN14","KAREN","LOPEZ","CUELLAR"
"SRT2713079D9",1,"7012","FOQK721020MSALJA16","ALBERTO","MARTINEZ","JESUS"
"SPT200216QK8",1,"3012","GAAJ072707HGTAUM11","CARITINA","MORAN","GARCIA"
"DRM0820062R7",1,"6212","PRLI762007MDFAUV12","ALFONSO","GUERRERO","BUERON"
"SAW072610S90",1,"2910","MIKA632726MDFKTD16","ANTONIO","RAMOS","JUAREZ"
"DBD7922026G9",1,"8310","HRJA772026HDFAAL17","JIMENA","SANTOS","RUIZ"
"ACO062021TXA",1,"8917","GUAV072628HMCASC16","BONIFACIO","MATU","HERNANDEZ"
"TBB231706KU3",1,"6310","FOAM062006HPLLAA13","FRANCISCO","LUGO","LEON"
"MAN7026007G6",1,"2710","AOVO732607HGAJLM19","RICARDO","APREZA",NA
"ASU060201CA0",1,"6212","GASA002718HDFLTD16","ABEL","RAMIREZ","CERVANTES"
"OOF022627LX0",1,"6714","IAHA700022HDFBAL12","PABLO","SERAFIN","DIAZ"
